verified,reviewTime,reviewerID,asin,style,reviewText,summary,overall,day,month,year,sentiment,review_clean
False,2016-06-22,A2JG74A5GTRKYM,B0007Y09VO,{'Format:': ' Kindle Edition'},"i'm only giving this book three stars because i was very disappointed in the lack of information that i needed to complete my crochet projects.  first i looked up, ""magic ring"" or ""magic circle"" - this is a technique of starting a project in the round that leaves no hole.  no instructions for that are in this book - and it is a staple for anyone making an amigurumi project, among other things.  next i looked up, ""camel stitch"" and it wasn't there either.  i easily found a youtube video for it, but shouldn't it be in crocheting for dummies???  feeling too stupid for this book.  either that or some pretty important things have been left out.  i recommend youtube instead of spending any money on this book.  that said, knitting for dummies is an excellent book.",Did Not Find What I Was Looking For,3,22,6,2016,1,im only giving this book three stars because i was very disappointed in the lack of information that i needed to complete my crochet projects  first i looked up magic ring or magic circle  this is a technique of starting a project in the round that leaves no hole  no instructions for that are in this book  and it is a staple for anyone making an amigurumi project among other things  next i looked up camel stitch and it wasnt there either  i easily found a youtube video for it but shouldnt it be in crocheting for dummies  feeling too stupid for this book  either that or some pretty important things have been left out  i recommend youtube instead of spending any money on this book  that said knitting for dummies is an excellent book
True,2016-06-10,A17B9D1PXJ3X6I,B0007Y09VO,{'Format:': ' Paperback'},great for beginners,Five Stars,5,10,6,2016,2,great for beginners
True,2016-06-01,A2C7C71PD0ZCC8,B0007Y09VO,{'Format:': ' Paperback'},the pictures in this book make it incredibly easy to learn to crochet in no time at all! it teaches you the basic stitches and how to follow a patterns. it's nice to be able to make handmade gifts for friends and family.,Easy to follow,5,1,6,2016,2,the pictures in this book make it incredibly easy to learn to crochet in no time at all it teaches you the basic stitches and how to follow a patterns its nice to be able to make handmade gifts for friends and family
True,2016-05-14,A20TFBX9P653F2,B0007Y09VO,{'Format:': ' Paperback'},bought this for my wife and she is very pleased with it. great for the beginner or as a refresher course for anyone interested in bettering their skills.,Bought this for my wife and she is very pleased with it,5,14,5,2016,2,bought this for my wife and she is very pleased with it great for the beginner or as a refresher course for anyone interested in bettering their skills
True,2016-04-29,A2H8PAAQZD5WTE,B0007Y09VO,{'Format:': ' Paperback'},"these is my second one.  it just easy and understandable pattern instruction.  it is also written in plain english.  i gave it to my sister in law, so she could join the yarn world",it just easy and understandable pattern instruction,5,29,4,2016,2,these is my second one  it just easy and understandable pattern instruction  it is also written in plain english  i gave it to my sister in law so she could join the yarn world
True,2016-03-18,A2X0UAKARMY5KM,B0007Y09VO,{'Format:': ' Paperback'},good condition.  very helpful book.,Five Stars,5,18,3,2016,2,good condition  very helpful book
True,2016-03-12,A2IWXMPJC3IGW1,B0007Y09VO,{'Format:': ' Paperback'},still can't crochet to save my life,Four Stars,4,12,3,2016,2,still cant crochet to save my life
True,2016-02-25,ABYBPWLMGWC94,B0007Y09VO,{'Format:': ' Paperback'},great way to learn to crocheting,Five Stars,5,25,2,2016,2,great way to learn to crocheting
True,2016-02-22,A3L93K90P67BM6,B0007Y09VO,{'Format:': ' Paperback'},great book !,Five Stars,5,22,2,2016,2,great book 
True,2016-02-21,ARH82QI6F16HP,B0007Y09VO,{'Format:': ' Paperback'},good,Five Stars,5,21,2,2016,2,good
True,2016-02-20,ASL14HDM0HNA9,B0007Y09VO,{'Format:': ' Paperback'},good tips,Five Stars,5,20,2,2016,2,good tips
True,2016-02-15,A2UMISSO9XVXUR,B0007Y09VO,{'Format:': ' Paperback'},very informative,Four Stars,4,15,2,2016,2,very informative
True,2016-02-13,A2QM6TB5EKZXZR,B0007Y09VO,{'Format:': ' Paperback'},this book was a gift for my wife. she loves it.,Good book of information,5,13,2,2016,2,this book was a gift for my wife she loves it
True,2016-02-05,A2CHKWS6EBFVMC,B0007Y09VO,{'Format:': ' Paperback'},great product.  fast shipping.  thanks,Five Stars,5,5,2,2016,2,great product  fast shipping  thanks
True,2016-01-29,A36P2W1EWOSNS0,B0007Y09VO,{'Format:': ' Paperback'},very useful!!,Five Stars,5,29,1,2016,2,very useful
True,2016-01-27,A1XLZP7XLKLLWO,B0007Y09VO,{'Format:': ' Paperback'},love this book.  bought it to replace one i gave to a person new to crocheting.  it's been a great help to me,Love this book,5,27,1,2016,2,love this book  bought it to replace one i gave to a person new to crocheting  its been a great help to me
True,2015-12-28,A1QR5BWZW9JA9I,B0007Y09VO,{'Format:': ' Paperback'},i had never crocheted before and this book taught me everything i needed to know. very easy to follow,Very easy to,5,28,12,2015,2,i had never crocheted before and this book taught me everything i needed to know very easy to follow
True,2015-12-03,A2L5OKHZ8WELI6,B0007Y09VO,{'Format:': ' Kindle Edition'},although i have crocheted for years. i fine something new and a better way in this book. it also shows how to stitches that i'v never use which is fun to try,Crochet for Dummies,5,3,12,2015,2,although i have crocheted for years i fine something new and a better way in this book it also shows how to stitches that iv never use which is fun to try
True,2015-11-23,APXHSY7CG9UI7,B0007Y09VO,{'Format:': ' Paperback'},book for my mother,Four Stars,4,23,11,2015,2,book for my mother
True,2015-10-27,A1CNBA331OM4XP,B0007Y09VO,{'Format:': ' Paperback'},is helping me with new stitches and old ones. good teaching tool.,Good teaching tool,5,27,10,2015,2,is helping me with new stitches and old ones good teaching tool
True,2015-09-07,A2S439H7J18G0O,B0007Y09VO,{'Format:': ' Paperback'},"i learned a lot, was easy to understand.",was easy to understand,5,7,9,2015,2,i learned a lot was easy to understand
True,2015-09-02,A5TLQ5EQIJQYT,B0007Y09VO,{'Format:': ' Paperback'},super instruction book. many drawings and a hand full of photos in the center of the book. i learned quite a few new stitches from this one and always go back for refreshers. an extra plus is that photo on the front of amy poehler. lol.,Great instruction book,5,2,9,2015,2,super instruction book many drawings and a hand full of photos in the center of the book i learned quite a few new stitches from this one and always go back for refreshers an extra plus is that photo on the front of amy poehler lol
True,2015-08-07,A2VF41THX65U6D,B0007Y09VO,{'Format:': ' Paperback'},great! thanks!,Five Stars,5,7,8,2015,2,great thanks
True,2015-07-22,A3GQL73994OEDV,B0007Y09VO,{'Format:': ' Kindle Edition'},"have been crocheting for years, self-taught. stopped crocheting for awhile, and wanted to refresh my stitching, plus learn some new techniques. after reviewing several books, settled on this one, and have not regretted it. this book contains all i needed to bring me up ""to par"" and then some. very easy to understand and implement. has some patterns which i have not tried yet, but am certain they will not be a problem. have prime membership, so shipping on this book was free, which is another plus. this book is equally good for a beginner and for those who want to keep a refresher book of stitchery on hand. would highly recommend this book for first timers and ""old hands"" at crocheting. i did purchase the digital book for my kindle fire also, but i use the hard copy mostly.",Perfect for beginners and already knowledgeable crocheters alike!,5,22,7,2015,2,have been crocheting for years selftaught stopped crocheting for awhile and wanted to refresh my stitching plus learn some new techniques after reviewing several books settled on this one and have not regretted it this book contains all i needed to bring me up to par and then some very easy to understand and implement has some patterns which i have not tried yet but am certain they will not be a problem have prime membership so shipping on this book was free which is another plus this book is equally good for a beginner and for those who want to keep a refresher book of stitchery on hand would highly recommend this book for first timers and old hands at crocheting i did purchase the digital book for my kindle fire also but i use the hard copy mostly
True,2015-07-11,A3L99ZTIWALKV2,B0007Y09VO,{'Format:': ' Paperback'},easy patterns to follow.,Great book for beginners!,5,11,7,2015,2,easy patterns to follow
True,2015-06-26,AYHZGV13FF7XB,B0007Y09VO,{'Format:': ' Paperback'},"like all ""..........for dummies"" books this one gives good basic information. once a so-so crochet'er,  it helped me remember a lot such as: easy on the tension and try to keep it consistent , to remember to make that extra chain stitch when you begin the next row and always, always  y/o= yarn over!!l","Good For Remedial Crochet'ers, too",4,26,6,2015,2,like all for dummies books this one gives good basic information once a soso crocheter  it helped me remember a lot such as easy on the tension and try to keep it consistent  to remember to make that extra chain stitch when you begin the next row and always always  yo yarn overl
True,2015-06-23,A37I234W0T73HM,B0007Y09VO,{'Format:': ' Paperback'},great book.  has helped me remember alot of stitches i learned when i first learned to crochet.,Great book. Has helped me remember alot of stitches ...,5,23,6,2015,2,great book  has helped me remember alot of stitches i learned when i first learned to crochet
True,2015-06-09,APD1OWDXC1YBW,B0007Y09VO,{'Format:': ' Paperback'},"i use to crochet a lot when i was younger but have forgot much of it so i needed something simple
to refresh my memory and i wanted to learn some new techniques.  this book did help me get
started again and is easy to follow.  it is nice that it also has patterns you can make.",Crocheting done easily,5,9,6,2015,2,"i use to crochet a lot when i was younger but have forgot much of it so i needed something simple
to refresh my memory and i wanted to learn some new techniques  this book did help me get
started again and is easy to follow  it is nice that it also has patterns you can make"
True,2015-06-02,A2EPNE6ZTB39PV,B0007Y09VO,{'Format:': ' Paperback'},great book i just wish the pics were more in color,Good book,5,2,6,2015,2,great book i just wish the pics were more in color
True,2015-05-19,ATUQ652LN6PER,B0007Y09VO,{'Format:': ' Paperback'},i got this for a friend of mine who's fairly new to crocheting. she loves it!,Five Stars,5,19,5,2015,2,i got this for a friend of mine whos fairly new to crocheting she loves it
True,2015-05-13,A1IA09495XBCE2,B0007Y09VO,{'Format:': ' Paperback'},i tried but i am better at knitting,Five Stars,5,13,5,2015,2,i tried but i am better at knitting
True,2015-05-07,A2XXMQ2P8ZG7L4,B0007Y09VO,{'Format:': ' Paperback'},hard to follow,Three Stars,3,7,5,2015,1,hard to follow
True,2015-05-03,A1M4Q3EFW1AAAN,B0007Y09VO,{'Format:': ' Paperback'},helpful when you don't know anything about crocheting. still using to hopefully learn all the different stitches. great book for beginners.,Great teaching tool.,5,3,5,2015,2,helpful when you dont know anything about crocheting still using to hopefully learn all the different stitches great book for beginners
True,2015-04-29,A2DXBUE4E9OJVW,B0007Y09VO,{'Format:': ' Kindle Edition'},good book,Four Stars,4,29,4,2015,2,good book
True,2015-04-24,APNY63B862NGC,B0007Y09VO,{'Format:': ' Paperback'},great book for a new beginner. must have in your collection of crocheting books.,Five Stars,5,24,4,2015,2,great book for a new beginner must have in your collection of crocheting books
True,2015-04-21,A2F13K5HOWKRCT,B0007Y09VO,{'Format:': ' Paperback'},still learning but having fun doing it,awesome,5,21,4,2015,2,still learning but having fun doing it
True,2015-04-11,A3AL0E85KG7IHZ,B0007Y09VO,{'Format:': ' Paperback'},it was a gift for my sister-in-law who has just started crocheting .  she said there are so many good tips and picture demonstrations that are exactly what she needs. ,A must for beginners!,5,11,4,2015,2,it was a gift for my sisterinlaw who has just started crocheting   she said there are so many good tips and picture demonstrations that are exactly what she needs 
True,2015-04-07,A183DRIJ4Y0STA,B0007Y09VO,{'Format:': ' Paperback'},easy to use and follow.,Five Stars,5,7,4,2015,2,easy to use and follow
True,2015-04-01,A2BBYGQ63HR9FV,B0007Y09VO,{'Format:': ' Kindle Edition'},excellent for beginners,Crochet For Beginners,5,1,4,2015,2,excellent for beginners
True,2015-03-30,A34ANXFSJL0ELE,B0007Y09VO,{'Format:': ' Paperback'},easy to understand instructions with good illustrations,Five Stars,5,30,3,2015,2,easy to understand instructions with good illustrations
True,2015-03-29,A1UGMX3IAA531Z,B0007Y09VO,{'Format:': ' Paperback'},great book. easy to understand.,Five Stars,5,29,3,2015,2,great book easy to understand
True,2015-03-27,AI8W0PE1U5054,B0007Y09VO,{'Format:': ' Kindle Edition'},great book!,Five Stars,5,27,3,2015,2,great book
True,2015-03-23,AP1YF34OB211I,B0007Y09VO,{'Format:': ' Paperback'},  i found out mistakes i was making and how to read patterns. ,As a beginner I found this book to be very ...,5,23,3,2015,2,  i found out mistakes i was making and how to read patterns 
True,2015-03-05,A1HVD2Y533SHY9,B0007Y09VO,{'Format:': ' Paperback'},this is a great book for any level of crocheting,Five Stars,5,5,3,2015,2,this is a great book for any level of crocheting
True,2015-03-02,A3SYQZHNQA22T9,B0007Y09VO,{'Format:': ' Paperback'},very detailed book. has plenty of instructions for beginners as well as  others. has a lot of information i had never seen before.,Crocheting for Dummies,5,2,3,2015,2,very detailed book has plenty of instructions for beginners as well as  others has a lot of information i had never seen before
True,2015-02-25,A3QPAK062LFCAQ,B0007Y09VO,{'Format:': ' Paperback'},thanks,Five Stars,5,25,2,2015,2,thanks
True,2015-02-21,A2GBU5TODVOB8S,B0007Y09VO,{'Format:': ' Paperback'},great book. very useful. thank you.,Crochet for dummies,5,21,2,2015,2,great book very useful thank you
True,2015-02-19,A2JDQI9YJWEYR3,B0007Y09VO,{'Format:': ' Paperback'},great book to help you get started!,Easy to follow....,4,19,2,2015,2,great book to help you get started
True,2015-02-12,A2XCLJRGFANRC,B0007Y09VO,{'Format:': ' Paperback'},"i am left handed so everybody had trouble teaching me crocheting skills or any for that matter. this book had much more patience with me than my former teachers. i didn't even mind it calling me a dummy! the instructions are clear and very easy for dummies to understand. if i can learn to crochet by using this book, i believe most anybody could, too. now that i am crocheting i am losing weight because i don't eat while i am watching television. that is another positive aspect of this book. so if you are a little too chubby, you might want to purchase this book and learn to crochet.",crocheting,4,12,2,2015,2,i am left handed so everybody had trouble teaching me crocheting skills or any for that matter this book had much more patience with me than my former teachers i didnt even mind it calling me a dummy the instructions are clear and very easy for dummies to understand if i can learn to crochet by using this book i believe most anybody could too now that i am crocheting i am losing weight because i dont eat while i am watching television that is another positive aspect of this book so if you are a little too chubby you might want to purchase this book and learn to crochet
True,2015-02-06,A1IU5QA45P37IQ,B0007Y09VO,{'Format:': ' Paperback'},just what i needed to spell out the little things i forgot about crochet. very fun and informative too.,Helps a lot,5,6,2,2015,2,just what i needed to spell out the little things i forgot about crochet very fun and informative too
True,2015-02-04,A1JN8TZDMG8Y2F,B0007Y09VO,{'Format:': ' Paperback'},"i have never really used it. i don't really get these ""dummies"" books.",Dummies books make no sense to me.,2,4,2,2015,0,i have never really used it i dont really get these dummies books
True,2015-02-04,A2FZ9WX2OZALOL,B0007Y09VO,{'Format:': ' Paperback'},package arrived in the time frame that was guaranteed however the front cover i torn up. i love my books and this is a great annoyance to me.  if you purchase  just be prepared it may arrived damaged.,Arrived with cover damage,2,4,2,2015,0,package arrived in the time frame that was guaranteed however the front cover i torn up i love my books and this is a great annoyance to me  if you purchase  just be prepared it may arrived damaged
True,2015-01-30,A2BJURUTPLM7ZW,B0007Y09VO,{'Format:': ' Paperback'},good book,Five Stars,5,30,1,2015,2,good book
True,2015-01-24,A8WIDLKU5G4G6,B0007Y09VO,{'Format:': ' Paperback'},everything was as expected,Five Stars,5,24,1,2015,2,everything was as expected
True,2015-01-23,AQJRJ1WEC8FLD,B0007Y09VO,{'Format:': ' Paperback'},good reference!,Five Stars,5,23,1,2015,2,good reference
True,2015-01-19,AJPUIVKP6UUG0,B0007Y09VO,{'Format:': ' Paperback'},"bought it used and was is good condition.  i miss colored pictures all are in black and white, but book if very informative.",Bought it used and was is good condition. I miss colored pictures all are in ...,4,19,1,2015,2,bought it used and was is good condition  i miss colored pictures all are in black and white but book if very informative
True,2015-01-17,A3LCC1GEVP2AZ3,B0007Y09VO,{'Format:': ' Paperback'},wife loved it....  she has made many of the items in the book in just a couple of months.,Five Stars,5,17,1,2015,2,wife loved it  she has made many of the items in the book in just a couple of months
True,2015-01-03,A2MRQWGYFXLJ7I,B0007Y09VO,{'Format:': ' Paperback'},helpful.,Five Stars,5,3,1,2015,2,helpful
True,2014-12-27,A19SYU37LKG91P,B0007Y09VO,{'Format:': ' Paperback'},this book has helped me. i just learned to crochet by a friend and this help re-enforce what she taught me. plus it has other stitch i need to learn.,this book has helped me. I just learned to ...,4,27,12,2014,2,this book has helped me i just learned to crochet by a friend and this help reenforce what she taught me plus it has other stitch i need to learn
True,2014-12-22,A2CGL44PUUUAV3,B0007Y09VO,{'Format:': ' Paperback'},i lke very  much  the book  help me a lot. was  fast the delivered i am very  happy with  that,Was fast the delivered I am very happy with,4,22,12,2014,2,i lke very  much  the book  help me a lot was  fast the delivered i am very  happy with  that
True,2014-12-19,A3H979O257HT3Y,B0007Y09VO,{'Format:': ' Paperback'},as expected.,Five Stars,5,19,12,2014,2,as expected
True,2014-12-13,A1W8FADFSJWPJD,B0007Y09VO,{'Format:': ' Paperback'},love it.,My Crochet Library!,5,13,12,2014,2,love it
True,2014-12-09,A1DHQM7YXEKLO0,B0007Y09VO,{'Format:': ' Paperback'},"great book!  i wanted a comprehensive guide that would not only serve as a ""refresher"" for some of the more basic stuff, but also help me to learn new techniques, and this book fit the bill.",Great book! I wanted a comprehensive guide that would ...,5,9,12,2014,2,great book  i wanted a comprehensive guide that would not only serve as a refresher for some of the more basic stuff but also help me to learn new techniques and this book fit the bill
True,2014-12-09,A2G8GXI4H2L0O8,B0007Y09VO,{'Format:': ' Paperback'},"i have not crocheted in a few years and could not remember double crochet etc.  this helped a lot.  i am left hand, so i wish it showed more left handed moves.",I have not crocheted in a few years and could ...,4,9,12,2014,2,i have not crocheted in a few years and could not remember double crochet etc  this helped a lot  i am left hand so i wish it showed more left handed moves
True,2014-12-06,A1MNXW1QDG3RP,B0007Y09VO,{'Format:': ' Paperback'},good reference!,Excellent book for beginners without any experience,5,6,12,2014,2,good reference
True,2014-12-03,A1LR6WRZ75L6RF,B0007Y09VO,{'Format:': ' Kindle Edition'},love these books very easy instructions,Learn in an hour,5,3,12,2014,2,love these books very easy instructions
True,2014-11-30,A29G2HCR1HG9U0,B0007Y09VO,{'Format:': ' Paperback'},it comes in very handy when i forget how to do something. it's a great reference!,It's a great reference!,5,30,11,2014,2,it comes in very handy when i forget how to do something its a great reference
True,2014-11-28,A2JIXU1EGZL8A6,B0007Y09VO,{'Format:': ' Paperback'},i love this book.  ,Can't say enough good things,5,28,11,2014,2,i love this book  
True,2014-11-28,A28W8WN092BZJX,B0007Y09VO,{'Format:': ' Kindle Edition'},good crocheting info,Five Stars,5,28,11,2014,2,good crocheting info
True,2014-11-28,A2HP5ECC4WXBU7,B0007Y09VO,{'Format:': ' Paperback'},great for the beginner,this is the book that i taught myself to crochet from,5,28,11,2014,2,great for the beginner
True,2014-11-27,A1CNUYJCBCDBTM,B0007Y09VO,{'Format:': ' Paperback'},very helpful,Four Stars,4,27,11,2014,2,very helpful
True,2014-11-22,A2GG7UW1JM83D,B0007Y09VO,{'Format:': ' Paperback'},great ! just what i was looking for.!,Great! Just what i was looking for,5,22,11,2014,2,great  just what i was looking for
True,2014-11-21,A4NXYESF8NMAE,B0007Y09VO,{'Format:': ' Paperback'},excellent,Five Stars,5,21,11,2014,2,excellent
True,2014-11-06,A3SGFW6GU9S4HM,B0007Y09VO,{'Format:': ' Paperback'}, so i would not recommend it if you were looking for that information. ,great learning toll even God people who already crochet,4,6,11,2014,2, so i would not recommend it if you were looking for that information 
True,2014-11-05,ADEM1JPNOTCF0,B0007Y09VO,{'Format:': ' Kindle Edition'},this book is just okay. crochet step-by-step by sally harding is much better for the beginner. priscilla teitenberg,Crochet step-by-step by Sally Harding is much better for the beginner,2,5,11,2014,0,this book is just okay crochet stepbystep by sally harding is much better for the beginner priscilla teitenberg
False,2014-10-28,A23R1WORSCK808,B0007Y09VO,{'Format:': ' Paperback'},arrived in great condition an in a timely manner do problems what so ever thanks so much,Five Stars,5,28,10,2014,2,arrived in great condition an in a timely manner do problems what so ever thanks so much
True,2014-10-28,A20Z3VU5KJ5FRZ,B0007Y09VO,{'Format:': ' Paperback'},a very good reference book.,Five Stars,5,28,10,2014,2,a very good reference book
True,2014-10-13,A2YS9V7QEA64BF,B0007Y09VO,{'Format:': ' Paperback'},"this book exceeded my expectations. excellent condition. i would buy ""used"" again.","Excellent condition. I would buy ""used"" again",5,13,10,2014,2,this book exceeded my expectations excellent condition i would buy used again
False,2014-10-13,A32QG3SJQZMGPQ,B0007Y09VO,,easy to read/understand,Five Stars,5,13,10,2014,2,easy to readunderstand
True,2014-10-07,A3ABISJ5QU8RJE,B0007Y09VO,{'Format:': ' Paperback'},very informational !!,Five Stars,5,7,10,2014,2,very informational 
True,2014-10-02,A2FUEBHVNT7AM4,B0007Y09VO,{'Format:': ' Kindle Edition'},so very helpful  for a non crafty pearson,Five Stars,5,2,10,2014,2,so very helpful  for a non crafty pearson
False,2014-09-28,A2JEGYA2HCQEYX,B0007Y09VO,{'Format:': ' Paperback'},very good,Five Stars,5,28,9,2014,2,very good
True,2014-09-23,A1NAAT1QRQ3HAS,B0007Y09VO,{'Format:': ' Paperback'},good book,Five Stars,5,23,9,2014,2,good book
True,2014-09-13,AJQE3PHADIPEX,B0007Y09VO,{'Format:': ' Kindle Edition'},"save yourself the oftalmologist's visit and buy the paperback. bad formatting and some things, plainly impossible to read. not recommended at all.",Don't Buy the Kindle Edition!,1,13,9,2014,0,save yourself the oftalmologists visit and buy the paperback bad formatting and some things plainly impossible to read not recommended at all
True,2014-07-14,A3C2NE7KBGKH56,B0007Y09VO,{'Format:': ' Paperback'},i took this out of the library first and enjoyed reading it. it was very helpful.  i liked it so much i decided to buy it and i use it often to look back at things.,Great book,5,14,7,2014,2,i took this out of the library first and enjoyed reading it it was very helpful  i liked it so much i decided to buy it and i use it often to look back at things
True,2014-07-05,A3RZVBYIP6TCZ0,B0007Y09VO,{'Format:': ' Paperback'},"this is a reference source for me and since finding youtube and other crochet sites have not used it much, but it is always there if i need it....",Dummy books are great....,5,5,7,2014,2,this is a reference source for me and since finding youtube and other crochet sites have not used it much but it is always there if i need it
True,2014-06-27,A21FFUC8BEMDJ7,B0007Y09VO,{'Format:': ' Hardcover'},easy easy!!  lots of items i can't wait to start !  easy!  helps you from step on!  you'll love it!!,Crocheting,5,27,6,2014,2,easy easy  lots of items i cant wait to start   easy  helps you from step on  youll love it
False,2014-06-26,A25T6KF30XKG6T,B0007Y09VO,{'Format:': ' Kindle Edition'},i learned a lot more from this book. enjoyed the instructions as they were easy to understand. would recommend it to anyone.,Very Good Instructions,4,26,6,2014,2,i learned a lot more from this book enjoyed the instructions as they were easy to understand would recommend it to anyone
True,2014-06-03,A2KOIW6WWWWR9V,B0007Y09VO,{'Format:': ' Paperback'},"this has clear, concise instructions and wonderful tips. ",book,5,3,6,2014,2,this has clear concise instructions and wonderful tips 
True,2014-04-23,A3UC0J2VR1EML0,B0007Y09VO,{'Format:': ' Paperback'},i really enjoyed this book.,Love this book,5,23,4,2014,2,i really enjoyed this book
True,2014-04-14,A2T1GB9GPBXGGC,B0007Y09VO,{'Format:': ' Paperback'},it has been a while since i have done any crocheting.  it looks perfect for my refresher course.  thank you!,crochet,5,14,4,2014,2,it has been a while since i have done any crocheting  it looks perfect for my refresher course  thank you
True,2014-04-14,A2FRRBDUBW55SW,B0007Y09VO,{'Format:': ' Paperback'},a lot of detail in a small book. helped to learn new techniques in a short time. recommend it highly.,Really helped!,5,14,4,2014,2,a lot of detail in a small book helped to learn new techniques in a short time recommend it highly
